epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,2799.03,1.57684,1.07192,1.10154,0.71938,0.64894,0.62457,0.25926,1.71479,1.29267,1.17805,0.0006932,0.0006932,0.0006932
134,2819.68,1.54393,1.05972,1.084,0.74985,0.63298,0.64917,0.26651,1.67407,1.26112,1.15617,0.0006833,0.0006833,0.0006833
135,2839.93,1.52831,1.03274,1.07665,0.66885,0.64462,0.61471,0.26973,1.66037,1.24812,1.15112,0.0006734,0.0006734,0.0006734
136,2861.09,1.52667,1.05777,1.07765,0.6834,0.66593,0.61902,0.25479,1.66048,1.30678,1.15615,0.0006635,0.0006635,0.0006635
137,2883.37,1.55393,1.05816,1.0963,0.71122,0.63298,0.60962,0.24611,1.7671,1.32557,1.19188,0.0006536,0.0006536,0.0006536
138,2903.56,1.55023,1.06343,1.08127,0.70829,0.65957,0.65123,0.25958,1.70959,1.32341,1.18245,0.0006437,0.0006437,0.0006437
139,2923.95,1.51296,1.05025,1.07849,0.70222,0.58956,0.58921,0.24317,1.72002,1.32923,1.18495,0.0006338,0.0006338,0.0006338
140,2944.13,1.5385,1.03808,1.08239,0.7623,0.6653,0.68052,0.28596,1.67324,1.22778,1.16265,0.0006239,0.0006239,0.0006239
141,2964.59,1.52943,1.03818,1.07528,0.72404,0.65594,0.63891,0.26644,1.73166,1.25792,1.19223,0.000614,0.000614,0.000614
142,2986.12,1.52743,1.03245,1.07803,0.7656,0.66489,0.67309,0.28298,1.6801,1.2369,1.16371,0.0006041,0.0006041,0.0006041
143,3006.79,1.5186,1.03401,1.07048,0.75709,0.64894,0.6412,0.25533,1.74748,1.30741,1.18962,0.0005942,0.0005942,0.0005942
144,3027.16,1.52477,1.03178,1.06672,0.71475,0.65426,0.63593,0.25214,1.69626,1.29835,1.15902,0.0005843,0.0005843,0.0005843
145,3047.56,1.50478,1.02984,1.06806,0.73188,0.7234,0.66822,0.26771,1.70063,1.30545,1.16519,0.0005744,0.0005744,0.0005744
146,3067.92,1.50414,1.02548,1.0644,0.71502,0.68617,0.64941,0.26638,1.74486,1.29312,1.17581,0.0005645,0.0005645,0.0005645
147,3088.49,1.51908,1.0221,1.07623,0.71668,0.69681,0.64223,0.26548,1.70165,1.24292,1.1667,0.0005546,0.0005546,0.0005546
148,3110.38,1.50439,1.02472,1.06889,0.71663,0.7234,0.66102,0.26276,1.73798,1.27129,1.17956,0.0005447,0.0005447,0.0005447
149,3130.73,1.50717,1.02411,1.07291,0.75462,0.62766,0.62635,0.25652,1.74675,1.32117,1.19324,0.0005348,0.0005348,0.0005348
150,3151.22,1.50169,1.00313,1.05613,0.71255,0.66489,0.63169,0.26221,1.73631,1.29357,1.17932,0.0005249,0.0005249,0.0005249
151,3171.25,1.51085,0.98744,1.06071,0.71528,0.6548,0.64051,0.25773,1.76106,1.33232,1.20321,0.000515,0.000515,0.000515
152,3191.97,1.49116,1.01716,1.0663,0.72469,0.70213,0.67151,0.26949,1.68534,1.26159,1.15609,0.0005051,0.0005051,0.0005051
153,3213.46,1.50989,1.00583,1.0753,0.75461,0.67066,0.658,0.27243,1.75121,1.27482,1.19375,0.0004952,0.0004952,0.0004952
154,3234.79,1.47939,0.98894,1.06074,0.75199,0.64513,0.64461,0.27823,1.71609,1.22279,1.16603,0.0004853,0.0004853,0.0004853
155,3255.02,1.49799,0.99095,1.06333,0.75599,0.64362,0.65721,0.26809,1.7362,1.26728,1.19054,0.0004754,0.0004754,0.0004754
156,3274.65,1.49037,0.96868,1.05644,0.66352,0.68617,0.61485,0.26136,1.82276,1.28164,1.2325,0.0004655,0.0004655,0.0004655
157,3294.92,1.47963,0.99578,1.0648,0.75035,0.64894,0.65594,0.27039,1.71542,1.23822,1.18403,0.0004556,0.0004556,0.0004556
158,3315.26,1.47426,0.97336,1.04726,0.7172,0.64752,0.63901,0.26233,1.79403,1.31185,1.22528,0.0004457,0.0004457,0.0004457
159,3337.33,1.46933,0.98067,1.05574,0.71001,0.67724,0.64229,0.26635,1.78687,1.27906,1.22859,0.0004358,0.0004358,0.0004358
160,3358.32,1.47653,0.98746,1.06042,0.75714,0.64676,0.6369,0.26945,1.74911,1.25478,1.21727,0.0004259,0.0004259,0.0004259
161,3378.56,1.47502,0.97284,1.05819,0.75262,0.64731,0.63251,0.25977,1.81185,1.26626,1.22624,0.000416,0.000416,0.000416
162,3399.26,1.45895,0.95398,1.04716,0.74371,0.70213,0.66012,0.27913,1.74054,1.22555,1.19128,0.0004061,0.0004061,0.0004061
163,3419.53,1.48616,0.97294,1.05164,0.72245,0.64362,0.6284,0.26013,1.72379,1.26345,1.18732,0.0003962,0.0003962,0.0003962
164,3441,1.43406,0.95898,1.04786,0.73823,0.64503,0.64996,0.26898,1.73658,1.28005,1.19609,0.0003863,0.0003863,0.0003863
165,3462.55,1.45509,0.94377,1.05274,0.72002,0.68085,0.64543,0.25735,1.84531,1.29909,1.25218,0.0003764,0.0003764,0.0003764
166,3482.57,1.46669,0.94664,1.04861,0.7722,0.69149,0.66438,0.26432,1.83381,1.25625,1.2451,0.0003665,0.0003665,0.0003665
167,3503.29,1.45366,0.95993,1.05277,0.7221,0.66489,0.64125,0.26029,1.81463,1.25138,1.22551,0.0003566,0.0003566,0.0003566
168,3523.54,1.44267,0.94411,1.05452,0.73786,0.63298,0.66386,0.26617,1.81047,1.23973,1.21845,0.0003467,0.0003467,0.0003467
169,3544.51,1.45469,0.93902,1.05424,0.77549,0.63298,0.65541,0.26271,1.86858,1.24748,1.25195,0.0003368,0.0003368,0.0003368
170,3565.86,1.44641,0.94795,1.05541,0.68792,0.64362,0.62286,0.26005,1.82055,1.24426,1.23542,0.0003269,0.0003269,0.0003269
171,3586.65,1.43908,0.93048,1.04113,0.71989,0.67021,0.65098,0.26855,1.81282,1.22982,1.21618,0.000317,0.000317,0.000317
172,3606.99,1.44114,0.92115,1.04262,0.69519,0.67939,0.62142,0.25874,1.82984,1.25495,1.23528,0.0003071,0.0003071,0.0003071
173,3627.28,1.44852,0.94431,1.0534,0.70549,0.6117,0.6337,0.2588,1.77349,1.23141,1.20728,0.0002972,0.0002972,0.0002972
174,3648.21,1.45078,0.92561,1.04941,0.67596,0.65466,0.62849,0.26436,1.82085,1.24878,1.24631,0.0002873,0.0002873,0.0002873
175,3670.42,1.43143,0.9144,1.04176,0.65226,0.65957,0.61048,0.25169,1.85008,1.258,1.24427,0.0002774,0.0002774,0.0002774
176,3690.93,1.41069,0.90106,1.039,0.65992,0.67021,0.63412,0.25664,1.86361,1.24132,1.25446,0.0002675,0.0002675,0.0002675
177,3710.84,1.41398,0.90533,1.03373,0.69512,0.68085,0.64156,0.26883,1.78906,1.21536,1.23639,0.0002576,0.0002576,0.0002576
178,3731.25,1.43332,0.90961,1.04654,0.71187,0.68338,0.63889,0.2631,1.80866,1.24223,1.24556,0.0002477,0.0002477,0.0002477
179,3752.18,1.42223,0.91306,1.04065,0.72594,0.6622,0.6423,0.26278,1.85513,1.24542,1.26092,0.0002378,0.0002378,0.0002378
180,3773.22,1.42051,0.90508,1.04167,0.68813,0.67021,0.62056,0.26038,1.82643,1.22762,1.24309,0.0002279,0.0002279,0.0002279
